,image_id,num_potholes,x,y,w,h
3022,G0066552,3,976.0,1512.0,228.0,72.0
3023,G0066552,3,2140.0,1326.0,52.0,16.0
3024,G0066555,6,2534.0,1632.0,170.0,50.0
3025,G0066555,6,2766.0,1560.0,172.0,90.0
3026,G0066555,6,1592.0,1410.0,108.0,36.0
3027,G0066555,6,2350.0,1382.0,86.0,22.0
3028,G0066555,6,2316.0,1332.0,82.0,20.0
3029,G0066555,6,1868.0,1348.0,58.0,10.0
3030,G0066556,6,1294.0,1648.0,146.0,60.0
3031,G0066556,6,1488.0,1504.0,178.0,52.0
3032,G0066556,6,2516.0,1468.0,136.0,42.0
3033,G0066556,6,2456.0,1390.0,100.0,26.0
3034,G0066556,6,1894.0,1400.0,78.0,18.0
3035,G0066556,6,2326.0,1414.0,78.0,48.0
3036,G0066557,8,2864.0,1646.0,174.0,62.0
3037,G0066557,8,2644.0,1484.0,172.0,40.0
3038,G0066557,8,2512.0,1534.0,148.0,82.0
3039,G0066557,8,1886.0,1492.0,124.0,36.0
3040,G0066557,8,1918.0,1340.0,68.0,14.0
3041,G0066557,8,2270.0,1378.0,50.0,16.0
3042,G0066557,8,2016.0,1320.0,46.0,12.0
3043,G0066557,8,1916.0,1328.0,48.0,12.0
3044,G0066558,6,2384.0,1462.0,76.0,36.0
3045,G0066558,6,1900.0,1396.0,98.0,22.0
3046,G0066558,6,1898.0,1374.0,92.0,18.0
3047,G0066558,6,2020.0,1364.0,60.0,18.0
3048,G0066558,6,2656.0,1460.0,72.0,20.0
3049,G0066558,6,2730.0,1534.0,206.0,68.0
3050,G0066559,8,3002.0,1602.0,104.0,36.0
3051,G0066559,8,2642.0,1628.0,134.0,54.0
3052,G0066559,8,1886.0,1488.0,150.0,40.0
3053,G0066559,8,1886.0,1448.0,146.0,36.0
3054,G0066559,8,2062.0,1436.0,76.0,18.0
3055,G0066559,8,2492.0,1424.0,94.0,28.0
3056,G0066559,8,2400.0,1352.0,106.0,16.0
3057,G0066559,8,2384.0,1384.0,72.0,16.0
3058,G0066560,7,1810.0,1616.0,240.0,88.0
3059,G0066560,7,2066.0,1590.0,156.0,38.0
3060,G0066560,7,2724.0,1576.0,146.0,38.0
3061,G0066560,7,2870.0,1584.0,62.0,24.0
3062,G0066560,7,2524.0,1486.0,66.0,30.0
3063,G0066560,7,2510.0,1432.0,144.0,28.0
3064,G0066560,7,2640.0,1474.0,52.0,22.0
3065,G0066561,3,2682.0,1564.0,262.0,68.0
3066,G0066561,3,1950.0,1412.0,194.0,56.0
3067,G0066561,3,2246.0,1318.0,64.0,20.0
3068,G0066562,5,1932.0,1562.0,230.0,104.0
3069,G0066562,5,1736.0,1600.0,146.0,54.0
3070,G0066562,5,1746.0,1648.0,280.0,48.0
3071,G0066562,5,2034.0,1496.0,114.0,40.0
3072,G0066562,5,2242.0,1360.0,134.0,34.0
3073,G0066563,3,2324.0,1446.0,294.0,58.0
3074,G0066563,3,1888.0,1458.0,142.0,26.0
3075,G0066563,3,2012.0,1552.0,68.0,20.0
3076,G0066564,8,2622.0,1588.0,402.0,114.0
3077,G0066564,8,1932.0,1498.0,142.0,44.0
3078,G0066564,8,1638.0,1456.0,124.0,44.0
3079,G0066564,8,1676.0,1408.0,98.0,46.0
3080,G0066564,8,1820.0,1370.0,72.0,22.0
3081,G0066564,8,1786.0,1346.0,62.0,18.0
3082,G0066564,8,1872.0,1338.0,86.0,20.0
3083,G0066564,8,2262.0,1324.0,58.0,26.0
3084,G0066565,11,2508.0,1544.0,204.0,92.0
3085,G0066565,11,1414.0,1606.0,172.0,94.0
3086,G0066565,11,1724.0,1628.0,128.0,42.0
3087,G0066565,11,1682.0,1482.0,108.0,34.0
3088,G0066565,11,1658.0,1424.0,80.0,26.0
3089,G0066565,11,1776.0,1418.0,138.0,28.0
3090,G0066565,11,1698.0,1370.0,68.0,22.0
3091,G0066565,11,1806.0,1346.0,104.0,20.0
3092,G0066565,11,1632.0,1340.0,126.0,22.0
3093,G0066565,11,2088.0,1336.0,62.0,18.0
3094,G0066565,11,2302.0,1388.0,86.0,24.0
3095,G0066566,9,1436.0,1626.0,154.0,72.0
3096,G0066566,9,1638.0,1620.0,268.0,68.0
3097,G0066566,9,2484.0,1526.0,170.0,60.0
3098,G0066566,9,2590.0,1494.0,116.0,22.0
3099,G0066566,9,2460.0,1492.0,96.0,20.0
3100,G0066566,9,2138.0,1414.0,102.0,26.0
3101,G0066566,9,1554.0,1494.0,84.0,40.0
3102,G0066566,9,1492.0,1432.0,184.0,36.0
3103,G0066566,9,1756.0,1438.0,126.0,30.0
3104,G0066567,4,1218.0,1558.0,672.0,144.0
3105,G0066567,4,2328.0,1564.0,186.0,62.0
3106,G0066567,4,2530.0,1556.0,146.0,50.0
3107,G0066567,4,1974.0,1282.0,112.0,14.0
3108,G0066568,6,1552.0,1496.0,90.0,22.0
3109,G0066568,6,1376.0,1558.0,86.0,58.0
3110,G0066568,6,2506.0,1500.0,92.0,42.0
3111,G0066568,6,2490.0,1446.0,94.0,42.0
3112,G0066568,6,2024.0,1318.0,154.0,22.0
3113,G0066568,6,2278.0,1354.0,106.0,38.0
3114,G0066569,8,1590.0,1452.0,70.0,28.0
3115,G0066569,8,2908.0,1668.0,104.0,38.0
3116,G0066569,8,2676.0,1550.0,108.0,42.0
3117,G0066569,8,2490.0,1470.0,128.0,34.0
3118,G0066569,8,2460.0,1440.0,70.0,24.0
3119,G0066569,8,2076.0,1368.0,222.0,42.0
3120,G0066569,8,2320.0,1388.0,84.0,24.0
3121,G0066569,8,2214.0,1414.0,90.0,26.0
3122,G0066570,14,1348.0,1648.0,128.0,58.0
3123,G0066570,14,2970.0,1558.0,106.0,42.0
3124,G0066570,14,2772.0,1600.0,170.0,70.0
3125,G0066570,14,2616.0,1606.0,228.0,80.0
3126,G0066570,14,2436.0,1584.0,144.0,40.0
3127,G0066570,14,2398.0,1544.0,132.0,40.0
3128,G0066570,14,2154.0,1460.0,348.0,86.0
3129,G0066570,14,2494.0,1490.0,154.0,58.0
3130,G0066570,14,2668.0,1436.0,110.0,42.0
3131,G0066570,14,2336.0,1380.0,84.0,26.0
3132,G0066570,14,1560.0,1402.0,80.0,30.0
3133,G0066570,14,1700.0,1322.0,44.0,12.0
3134,G0066570,14,1704.0,1310.0,44.0,12.0
3135,G0066570,14,1792.0,1272.0,28.0,10.0
3136,G0066571,11,3112.0,1626.0,164.0,70.0
3137,G0066571,11,2346.0,1604.0,114.0,46.0
3138,G0066571,11,2488.0,1642.0,158.0,38.0
3139,G0066571,11,2582.0,1604.0,102.0,34.0
3140,G0066571,11,2542.0,1566.0,126.0,30.0
3141,G0066571,11,2542.0,1496.0,138.0,42.0
3142,G0066571,11,2628.0,1542.0,140.0,46.0
3143,G0066571,11,1658.0,1414.0,62.0,18.0
3144,G0066571,11,1662.0,1364.0,54.0,16.0
3145,G0066571,11,1776.0,1302.0,34.0,12.0
3146,G0066571,11,1640.0,1382.0,50.0,18.0
3147,G0066572,5,1512.0,1566.0,90.0,30.0
3148,G0066572,5,1530.0,1446.0,80.0,26.0
3149,G0066572,5,1508.0,1490.0,68.0,18.0
3150,G0066572,5,1628.0,1386.0,58.0,16.0
3151,G0066572,5,1730.0,1340.0,88.0,16.0
3152,G0066573,2,1170.0,1668.0,148.0,36.0
3153,G0066573,2,1608.0,1400.0,126.0,34.0
3154,G0066575,3,1128.0,1580.0,138.0,54.0
3155,G0066575,3,1392.0,1448.0,72.0,24.0
3156,G0066575,3,1506.0,1390.0,74.0,32.0
3157,G0066576,4,1028.0,1658.0,180.0,56.0
3158,G0066576,4,1270.0,1516.0,168.0,114.0
3159,G0066576,4,2568.0,1622.0,100.0,48.0
3160,G0066576,4,2546.0,1588.0,80.0,32.0
3161,G0066577,4,1170.0,1594.0,100.0,36.0
3162,G0066577,4,1456.0,1498.0,92.0,32.0
3163,G0066577,4,1968.0,1338.0,56.0,18.0
3164,G0066577,4,2040.0,1318.0,70.0,18.0
3165,G0066578,4,1154.0,1626.0,152.0,38.0
3166,G0066578,4,2042.0,1412.0,110.0,30.0
3167,G0066578,4,2114.0,1370.0,144.0,38.0
3168,G0066578,4,1978.0,1326.0,102.0,22.0
3169,G0066579,6,2172.0,1566.0,170.0,58.0
3170,G0066579,6,2248.0,1462.0,234.0,86.0
3171,G0066579,6,1698.0,1408.0,70.0,18.0
3172,G0066579,6,1708.0,1390.0,64.0,14.0
3173,G0066579,6,1578.0,1416.0,94.0,24.0
3174,G0066579,6,2036.0,1384.0,152.0,40.0
3175,G0066580,6,1302.0,1616.0,110.0,40.0
3176,G0066580,6,1458.0,1540.0,134.0,42.0
3177,G0066580,6,1646.0,1526.0,96.0,34.0
3178,G0066580,6,1666.0,1484.0,84.0,28.0
3179,G0066580,6,2148.0,1486.0,254.0,78.0
3180,G0066580,6,2482.0,1584.0,114.0,66.0
3181,G0066581,5,2276.0,1554.0,118.0,44.0
3182,G0066581,5,2310.0,1490.0,118.0,42.0
3183,G0066581,5,2124.0,1538.0,116.0,28.0
3184,G0066581,5,1552.0,1392.0,170.0,60.0
3185,G0066581,5,2076.0,1344.0,62.0,20.0
3186,G0066582,3,1412.0,1496.0,242.0,98.0
3187,G0066582,3,2138.0,1512.0,130.0,60.0
3188,G0066582,3,2572.0,1466.0,86.0,28.0
3189,G0066583,7,1548.0,1540.0,122.0,42.0
3190,G0066583,7,2248.0,1528.0,134.0,44.0
3191,G0066583,7,2924.0,1648.0,126.0,44.0
3192,G0066583,7,2758.0,1520.0,118.0,40.0
3193,G0066583,7,2426.0,1474.0,172.0,38.0
3194,G0066583,7,2148.0,1422.0,196.0,26.0
3195,G0066583,7,1744.0,1448.0,94.0,22.0
3196,G0066584,4,1580.0,1596.0,166.0,64.0
3197,G0066584,4,2192.0,1560.0,346.0,48.0
3198,G0066584,4,2088.0,1432.0,122.0,34.0
3199,G0066584,4,1746.0,1346.0,126.0,32.0
3200,G0066585,2,2084.0,1556.0,200.0,74.0
3201,G0066585,2,1622.0,1400.0,156.0,48.0
3202,G0066586,3,1368.0,1494.0,242.0,70.0
3203,G0066586,3,1812.0,1286.0,54.0,16.0
3204,G0066586,3,1614.0,1276.0,50.0,14.0
3205,G0066587,4,1734.0,1328.0,68.0,14.0
3206,G0066587,4,1514.0,1316.0,48.0,10.0
3207,G0066587,4,1786.0,1276.0,24.0,12.0
3208,G0066587,4,1786.0,1264.0,38.0,10.0
3209,G0066588,5,1712.0,1354.0,122.0,24.0
3210,G0066588,5,1460.0,1334.0,68.0,14.0
3211,G0066588,5,1344.0,1352.0,100.0,36.0
3212,G0066588,5,1782.0,1288.0,32.0,10.0
3213,G0066588,5,1788.0,1268.0,44.0,12.0
3214,G0066589,5,1272.0,1394.0,130.0,46.0
3215,G0066589,5,1426.0,1366.0,88.0,14.0
3216,G0066589,5,1716.0,1402.0,148.0,34.0
3217,G0066589,5,1816.0,1306.0,30.0,10.0
3218,G0066589,5,1830.0,1278.0,48.0,18.0
3219,G0066590,10,1736.0,1492.0,204.0,52.0
3220,G0066590,10,1164.0,1466.0,200.0,66.0
3221,G0066590,10,1396.0,1410.0,96.0,26.0
3222,G0066590,10,1838.0,1382.0,128.0,34.0
3223,G0066590,10,1994.0,1380.0,50.0,20.0
3224,G0066590,10,2008.0,1360.0,76.0,14.0
3225,G0066590,10,1878.0,1332.0,94.0,16.0
3226,G0066590,10,1982.0,1312.0,56.0,18.0
3227,G0066590,10,1888.0,1298.0,54.0,16.0
3228,G0066590,10,1708.0,1290.0,50.0,14.0
3229,G0066591,12,1846.0,1668.0,160.0,34.0
3230,G0066591,12,944.0,1574.0,336.0,130.0
3231,G0066591,12,1328.0,1498.0,124.0,40.0
3232,G0066591,12,2088.0,1552.0,142.0,48.0
3233,G0066591,12,2116.0,1452.0,72.0,22.0
3234,G0066591,12,1916.0,1450.0,168.0,52.0
3235,G0066591,12,2138.0,1410.0,84.0,18.0
3236,G0066591,12,1956.0,1360.0,134.0,24.0
3237,G0066591,12,2082.0,1348.0,56.0,14.0
3238,G0066591,12,2106.0,1336.0,46.0,12.0
3239,G0066591,12,1976.0,1318.0,88.0,18.0
3240,G0066591,12,1758.0,1304.0,72.0,12.0
3241,G0066592,10,990.0,1582.0,248.0,164.0
3242,G0066592,10,1886.0,1596.0,262.0,100.0
3243,G0066592,10,2198.0,1606.0,102.0,30.0
3244,G0066592,10,2208.0,1518.0,126.0,32.0
3245,G0066592,10,1614.0,1470.0,162.0,60.0
3246,G0066592,10,1958.0,1432.0,172.0,30.0
3247,G0066592,10,2120.0,1406.0,76.0,18.0
3248,G0066592,10,2144.0,1390.0,64.0,12.0
3249,G0066592,10,1974.0,1356.0,132.0,34.0
3250,G0066592,10,1704.0,1334.0,94.0,22.0
3251,G0066593,7,1250.0,1594.0,384.0,112.0
3252,G0066593,7,1892.0,1534.0,242.0,70.0
3253,G0066593,7,2120.0,1492.0,108.0,28.0
3254,G0066593,7,2148.0,1462.0,84.0,24.0
3255,G0066593,7,1906.0,1402.0,186.0,46.0
3256,G0066593,7,1590.0,1368.0,100.0,28.0
3257,G0066593,7,1620.0,1344.0,54.0,8.0
3258,G0066594,7,2162.0,1610.0,170.0,50.0
3259,G0066594,7,2160.0,1610.0,174.0,50.0
3260,G0066594,7,1818.0,1490.0,254.0,88.0
3261,G0066594,7,1338.0,1438.0,214.0,38.0
3262,G0066594,7,1482.0,1386.0,66.0,16.0
3263,G0066594,7,1400.0,1380.0,74.0,20.0
3264,G0066594,7,1472.0,1366.0,76.0,14.0
3265,G0066595,6,1068.0,1550.0,322.0,66.0
3266,G0066595,6,1316.0,1466.0,84.0,22.0
3267,G0066595,6,1220.0,1456.0,94.0,26.0
3268,G0066595,6,1318.0,1432.0,90.0,20.0
3269,G0066595,6,1334.0,1368.0,100.0,20.0
3270,G0066595,6,1842.0,1240.0,38.0,10.0
3271,G0066596,6,1168.0,1566.0,132.0,38.0
3272,G0066596,6,1074.0,1542.0,138.0,38.0
3273,G0066596,6,1226.0,1506.0,102.0,30.0
3274,G0066596,6,1280.0,1410.0,116.0,20.0
3275,G0066596,6,1332.0,1388.0,58.0,18.0
3276,G0066596,6,1908.0,1244.0,30.0,8.0
3277,G0066597,6,1008.0,1682.0,164.0,66.0
3278,G0066597,6,1192.0,1490.0,152.0,40.0
3279,G0066597,6,1268.0,1470.0,84.0,22.0
3280,G0066597,6,1982.0,1272.0,38.0,14.0
3281,G0066597,6,1534.0,1388.0,88.0,14.0
3282,G0066597,6,1610.0,1348.0,78.0,12.0
3283,G0066598,5,944.0,1616.0,218.0,56.0
3284,G0066598,5,1088.0,1564.0,102.0,42.0
3285,G0066598,5,1478.0,1432.0,62.0,18.0
3286,G0066598,5,1548.0,1426.0,48.0,14.0
3287,G0066598,5,2040.0,1276.0,34.0,12.0
3288,G0066599,6,1326.0,1546.0,92.0,32.0
3289,G0066599,6,1428.0,1538.0,70.0,24.0
3290,G0066599,6,1202.0,1620.0,90.0,24.0
3291,G0066599,6,2494.0,1600.0,100.0,42.0
3292,G0066599,6,1982.0,1328.0,64.0,12.0
3293,G0066599,6,2086.0,1296.0,46.0,14.0
3294,G0066600,6,1370.0,1560.0,182.0,42.0
3295,G0066600,6,1894.0,1542.0,104.0,76.0
3296,G0066600,6,2030.0,1368.0,66.0,22.0
3297,G0066600,6,1686.0,1376.0,56.0,12.0
3298,G0066600,6,1660.0,1390.0,76.0,16.0
3299,G0066600,6,2150.0,1322.0,64.0,24.0
3300,G0066601,5,1572.0,1442.0,134.0,56.0
3301,G0066601,5,1964.0,1408.0,94.0,38.0
3302,G0066601,5,2100.0,1438.0,98.0,38.0
3303,G0066601,5,2234.0,1356.0,112.0,38.0
3304,G0066601,5,1962.0,1328.0,242.0,32.0
3305,G0066602,9,1392.0,1650.0,172.0,56.0
3306,G0066602,9,1498.0,1592.0,116.0,32.0
3307,G0066602,9,2002.0,1532.0,170.0,66.0
3308,G0066602,9,2218.0,1594.0,164.0,70.0
3309,G0066602,9,2430.0,1610.0,126.0,44.0
3310,G0066602,9,2360.0,1416.0,156.0,80.0
3311,G0066602,9,1986.0,1366.0,326.0,50.0
3312,G0066602,9,1674.0,1370.0,82.0,24.0
3313,G0066602,9,1752.0,1348.0,88.0,20.0
3314,G0066603,9,2548.0,1542.0,270.0,142.0
3315,G0066603,9,2152.0,1648.0,148.0,58.0
3316,G0066603,9,2442.0,1594.0,122.0,44.0
3317,G0066603,9,1986.0,1446.0,452.0,96.0
3318,G0066603,9,1140.0,1646.0,150.0,62.0
3319,G0066603,9,1558.0,1448.0,112.0,32.0
3320,G0066603,9,1670.0,1408.0,116.0,22.0
3321,G0066603,9,2028.0,1358.0,102.0,60.0
3322,G0066603,9,1702.0,1336.0,70.0,24.0
3323,G0066604,6,1334.0,1590.0,170.0,56.0
3324,G0066604,6,1530.0,1512.0,152.0,36.0
3325,G0066604,6,1978.0,1600.0,210.0,100.0
3326,G0066604,6,2404.0,1572.0,166.0,90.0
3327,G0066604,6,2030.0,1412.0,142.0,112.0
3328,G0066604,6,2170.0,1338.0,70.0,28.0
3329,G0066605,10,2032.0,1514.0,214.0,184.0
3330,G0066605,10,1370.0,1476.0,198.0,48.0
3331,G0066605,10,1414.0,1442.0,128.0,32.0
3332,G0066605,10,2142.0,1392.0,144.0,50.0
3333,G0066605,10,2452.0,1528.0,122.0,52.0
3334,G0066605,10,1918.0,1388.0,140.0,46.0
3335,G0066605,10,1914.0,1350.0,134.0,32.0
3336,G0066605,10,1546.0,1358.0,98.0,22.0
3337,G0066605,10,1620.0,1314.0,72.0,30.0
3338,G0066605,10,1688.0,1272.0,64.0,12.0
3339,G0066606,7,1046.0,1622.0,300.0,96.0
3340,G0066606,7,1168.0,1560.0,192.0,54.0
3341,G0066606,7,1418.0,1416.0,114.0,28.0
3342,G0066606,7,1514.0,1356.0,126.0,24.0
3343,G0066606,7,2176.0,1468.0,216.0,88.0
3344,G0066606,7,2314.0,1432.0,110.0,56.0
3345,G0066606,7,1662.0,1296.0,32.0,10.0
3346,G0066607,12,1230.0,1512.0,162.0,42.0
3347,G0066607,12,1380.0,1408.0,178.0,44.0
3348,G0066607,12,1868.0,1502.0,340.0,96.0
3349,G0066607,12,2240.0,1540.0,170.0,52.0
3350,G0066607,12,2444.0,1568.0,210.0,84.0
3351,G0066607,12,2116.0,1418.0,154.0,52.0
3352,G0066607,12,1988.0,1396.0,106.0,34.0
3353,G0066607,12,2056.0,1364.0,48.0,16.0
3354,G0066607,12,1608.0,1316.0,60.0,12.0
3355,G0066607,12,1654.0,1286.0,42.0,14.0
3356,G0066607,12,1706.0,1264.0,16.0,6.0
3357,G0066607,12,1734.0,1248.0,22.0,6.0
3358,G0066608,13,904.0,1716.0,210.0,38.0
3359,G0066608,13,1218.0,1496.0,222.0,68.0
3360,G0066608,13,1874.0,1538.0,120.0,104.0
3361,G0066608,13,1982.0,1606.0,140.0,74.0
3362,G0066608,13,2224.0,1540.0,238.0,96.0
3363,G0066608,13,1990.0,1486.0,192.0,58.0
3364,G0066608,13,1892.0,1424.0,142.0,74.0
3365,G0066608,13,2124.0,1434.0,68.0,24.0
3366,G0066608,13,2118.0,1392.0,42.0,14.0
3367,G0066608,13,1914.0,1348.0,52.0,16.0
3368,G0066608,13,1848.0,1310.0,52.0,14.0
3369,G0066608,13,1612.0,1310.0,56.0,12.0
3370,G0066608,13,1722.0,1258.0,24.0,8.0
3371,G0066609,13,856.0,1670.0,354.0,86.0
3372,G0066609,13,1902.0,1532.0,216.0,148.0
3373,G0066609,13,2048.0,1506.0,146.0,44.0
3374,G0066609,13,2162.0,1596.0,82.0,38.0
3375,G0066609,13,2142.0,1648.0,194.0,64.0
3376,G0066609,13,2228.0,1552.0,110.0,38.0
3377,G0066609,13,2398.0,1606.0,70.0,22.0
3378,G0066609,13,1922.0,1394.0,86.0,26.0
3379,G0066609,13,1946.0,1442.0,80.0,24.0
3380,G0066609,13,1844.0,1334.0,88.0,20.0
3381,G0066609,13,1440.0,1390.0,160.0,32.0
3382,G0066609,13,1570.0,1340.0,62.0,14.0
3383,G0066609,13,1702.0,1268.0,28.0,10.0
3384,G0066610,10,1802.0,1604.0,52.0,26.0
3385,G0066610,10,1874.0,1536.0,76.0,42.0
3386,G0066610,10,1922.0,1492.0,142.0,54.0
3387,G0066610,10,1966.0,1586.0,120.0,58.0
3388,G0066610,10,2358.0,1644.0,86.0,32.0
3389,G0066610,10,1828.0,1390.0,144.0,28.0
3390,G0066610,10,1490.0,1390.0,84.0,22.0
3391,G0066610,10,1340.0,1488.0,158.0,46.0
3392,G0066610,10,1292.0,1472.0,94.0,26.0
3393,G0066610,10,1660.0,1290.0,56.0,14.0
3394,G0066611,11,1048.0,1632.0,248.0,76.0
3395,G0066611,11,1030.0,1598.0,132.0,44.0
3396,G0066611,11,1362.0,1456.0,104.0,38.0
3397,G0066611,11,1794.0,1478.0,178.0,42.0
3398,G0066611,11,2090.0,1578.0,124.0,42.0
3399,G0066611,11,2294.0,1602.0,90.0,42.0
3400,G0066611,11,1358.0,1460.0,102.0,32.0
3401,G0066611,11,1442.0,1374.0,84.0,32.0
3402,G0066611,11,1528.0,1336.0,62.0,10.0
3403,G0066611,11,1608.0,1312.0,70.0,14.0
3404,G0066611,11,1666.0,1284.0,40.0,10.0
3405,G0066612,9,1734.0,1628.0,274.0,78.0
3406,G0066612,9,2078.0,1592.0,174.0,46.0
3407,G0066612,9,1106.0,1578.0,184.0,70.0
3408,G0066612,9,1302.0,1424.0,136.0,60.0
3409,G0066612,9,1446.0,1368.0,74.0,20.0
3410,G0066612,9,1554.0,1490.0,88.0,26.0
3411,G0066612,9,1552.0,1338.0,100.0,18.0
3412,G0066612,9,1628.0,1304.0,48.0,10.0
3413,G0066612,9,1858.0,1336.0,58.0,12.0
3414,G0066613,6,1398.0,1654.0,114.0,54.0
3415,G0066613,6,1096.0,1528.0,186.0,86.0
3416,G0066613,6,1340.0,1412.0,90.0,36.0
3417,G0066613,6,1484.0,1372.0,124.0,34.0
3418,G0066613,6,1594.0,1324.0,52.0,14.0
3419,G0066613,6,1858.0,1366.0,70.0,14.0
3420,G0066614,4,1180.0,1516.0,124.0,48.0
3421,G0066614,4,1388.0,1446.0,164.0,48.0
3422,G0066614,4,1554.0,1374.0,62.0,16.0
3423,G0066614,4,1862.0,1448.0,90.0,20.0
3424,G0066615,6,852.0,1662.0,180.0,90.0
3425,G0066615,6,1220.0,1540.0,214.0,84.0
3426,G0066615,6,1484.0,1416.0,80.0,24.0
3427,G0066615,6,1862.0,1560.0,138.0,42.0
3428,G0066615,6,2344.0,1466.0,160.0,72.0
3429,G0066615,6,1946.0,1366.0,80.0,24.0
3430,G0066616,4,1350.0,1498.0,106.0,34.0
3431,G0066616,4,2022.0,1580.0,104.0,94.0
3432,G0066616,4,1978.0,1428.0,74.0,34.0
3433,G0066616,4,2256.0,1506.0,106.0,40.0
3434,G0066617,5,1022.0,1686.0,150.0,66.0
3435,G0066617,5,2012.0,1542.0,124.0,82.0
3436,G0066617,5,2438.0,1504.0,72.0,36.0
3437,G0066617,5,2462.0,1564.0,136.0,66.0
3438,G0066617,5,1592.0,1370.0,50.0,14.0
3439,G0066618,4,1248.0,1608.0,52.0,24.0
3440,G0066618,4,1884.0,1598.0,298.0,96.0
3441,G0066618,4,2482.0,1620.0,90.0,38.0
3442,G0066618,4,2340.0,1514.0,54.0,14.0
3443,G0066619,6,1238.0,1568.0,134.0,50.0
3444,G0066619,6,1934.0,1594.0,114.0,38.0
3445,G0066619,6,2054.0,1568.0,88.0,30.0
3446,G0066619,6,2370.0,1462.0,170.0,78.0
3447,G0066619,6,2326.0,1386.0,46.0,14.0
3448,G0066619,6,1972.0,1382.0,52.0,16.0
3449,G0066620,6,1994.0,1482.0,82.0,24.0
3450,G0066620,6,2488.0,1484.0,88.0,24.0
3451,G0066620,6,1934.0,1400.0,74.0,34.0
3452,G0066620,6,2018.0,1428.0,44.0,16.0
3453,G0066620,6,1928.0,1316.0,96.0,32.0
3454,G0066620,6,2130.0,1286.0,110.0,44.0
3455,G0066621,4,2074.0,1598.0,80.0,50.0
3456,G0066621,4,1932.0,1534.0,182.0,70.0
3457,G0066621,4,1920.0,1362.0,142.0,56.0
3458,G0066621,4,2160.0,1316.0,152.0,58.0
3459,G0066622,6,2304.0,1538.0,170.0,72.0
3460,G0066622,6,1912.0,1444.0,218.0,120.0
3461,G0066622,6,2216.0,1378.0,252.0,88.0
3462,G0066622,6,2096.0,1360.0,72.0,26.0
3463,G0066622,6,2166.0,1272.0,48.0,8.0
3464,G0066622,6,2178.0,1258.0,48.0,10.0
3465,G0066623,7,2368.0,1606.0,106.0,40.0
3466,G0066623,7,2382.0,1454.0,426.0,196.0
3467,G0066623,7,2178.0,1424.0,108.0,44.0
3468,G0066623,7,1212.0,1542.0,280.0,70.0
3469,G0066623,7,1322.0,1500.0,128.0,52.0
3470,G0066623,7,1322.0,1444.0,206.0,46.0
3471,G0066623,7,1468.0,1382.0,74.0,26.0
3472,G0066624,9,1938.0,1564.0,206.0,114.0
3473,G0066624,9,2346.0,1604.0,168.0,66.0
3474,G0066624,9,2492.0,1576.0,98.0,36.0
3475,G0066624,9,2574.0,1634.0,112.0,42.0
3476,G0066624,9,1290.0,1490.0,128.0,36.0
3477,G0066624,9,2394.0,1482.0,62.0,18.0
3478,G0066624,9,2306.0,1428.0,70.0,24.0
3479,G0066624,9,2284.0,1330.0,84.0,16.0
3480,G0066624,9,2294.0,1296.0,74.0,22.0
3481,G0066625,7,884.0,1676.0,238.0,84.0
3482,G0066625,7,2080.0,1612.0,92.0,56.0
3483,G0066625,7,2502.0,1552.0,166.0,66.0
3484,G0066625,7,2564.0,1514.0,78.0,28.0
3485,G0066625,7,2302.0,1408.0,136.0,56.0
3486,G0066625,7,2398.0,1366.0,96.0,24.0
3487,G0066625,7,2384.0,1322.0,78.0,24.0
3488,G0066626,7,2528.0,1538.0,204.0,132.0
3489,G0066626,7,2602.0,1450.0,134.0,50.0
3490,G0066626,7,2538.0,1376.0,108.0,40.0
3491,G0066626,7,1514.0,1462.0,96.0,32.0
3492,G0066626,7,2182.0,1382.0,152.0,34.0
3493,G0066626,7,2232.0,1324.0,38.0,14.0
3494,G0066626,7,2220.0,1288.0,64.0,16.0
3495,G0066627,9,1286.0,1650.0,158.0,56.0
3496,G0066627,9,3032.0,1642.0,210.0,88.0
3497,G0066627,9,2812.0,1470.0,144.0,70.0
3498,G0066627,9,2522.0,1600.0,182.0,62.0
3499,G0066627,9,2352.0,1598.0,118.0,50.0
3500,G0066627,9,2318.0,1482.0,226.0,62.0
3501,G0066627,9,2288.0,1366.0,108.0,34.0
3502,G0066627,9,2294.0,1320.0,96.0,24.0
3503,G0066627,9,1156.0,1514.0,270.0,88.0
3504,G0066628,6,2102.0,1564.0,214.0,120.0
3505,G0066628,6,2404.0,1538.0,70.0,26.0
3506,G0066628,6,2440.0,1446.0,146.0,48.0
3507,G0066628,6,2400.0,1358.0,132.0,40.0
3508,G0066628,6,2028.0,1448.0,116.0,42.0
3509,G0066628,6,1976.0,1392.0,118.0,34.0
3510,G0066629,4,2712.0,1602.0,232.0,94.0
3511,G0066629,4,1972.0,1496.0,140.0,52.0
3512,G0066629,4,2522.0,1414.0,228.0,78.0
3513,G0066629,4,1704.0,1390.0,70.0,20.0
3514,G0066630,6,2824.0,1552.0,338.0,132.0
3515,G0066630,6,2442.0,1604.0,184.0,66.0
3516,G0066630,6,2138.0,1586.0,230.0,96.0
3517,G0066630,6,2346.0,1530.0,116.0,36.0
3518,G0066630,6,1580.0,1488.0,96.0,28.0
3519,G0066630,6,1646.0,1282.0,96.0,24.0
3520,G0066631,3,1178.0,1618.0,150.0,50.0
